id,lang,pecha name,url
IB27AE947,es,Jetsün Drakpa Gyaltsen Series,https://github.com/OpenPecha-Data/IB27AE947
I9AF90D00,fr,Jetsün Drakpa Gyaltsen Series,https://github.com/OpenPecha-Data/I9AF90D00
I77741598,pt,Jetsün Drakpa Gyaltsen Series,https://github.com/OpenPecha-Data/I77741598
I9D01EDDC,bo,Jetsün Drakpa Gyaltsen Series,https://github.com/OpenPecha-Data/I9D01EDDC
I934BE349,en,Jetsün Mingyur Paldrön,https://github.com/OpenPecha-Data/I934BE349
IEAC99049,bo,Jetsün Mingyur Paldrön,https://github.com/OpenPecha-Data/IEAC99049
I3E547669,en,Jetsünma Muntso Rinpoche,https://github.com/OpenPecha-Data/I3E547669
I800674D7,bo,Jetsünma Muntso Rinpoche,https://github.com/OpenPecha-Data/I800674D7
IF4887357,en,Jigdral Tutop Lingpa Series,https://github.com/OpenPecha-Data/IF4887357
I46F42BEA,bo,Jigdral Tutop Lingpa Series,https://github.com/OpenPecha-Data/I46F42BEA
I44683708,en,Jigme Lingpa Series,https://github.com/OpenPecha-Data/I44683708
I79C461FB,de,Jigme Lingpa Series,https://github.com/OpenPecha-Data/I79C461FB
I3093B402,es,Jigme Lingpa Series,https://github.com/OpenPecha-Data/I3093B402
ID763295F,fr,Jigme Lingpa Series,https://github.com/OpenPecha-Data/ID763295F
I9AE903BB,pt,Jigme Lingpa Series,https://github.com/OpenPecha-Data/I9AE903BB
I44AFEC57,zh,Jigme Lingpa Series,https://github.com/OpenPecha-Data/I44AFEC57
I25331051,bo,Jigme Lingpa Series,https://github.com/OpenPecha-Data/I25331051
IB49D81A3,en,Jigme Tenpé Wangchuk Series,https://github.com/OpenPecha-Data/IB49D81A3
IB1A3BA6F,bo,Jigme Tenpé Wangchuk Series,https://github.com/OpenPecha-Data/IB1A3BA6F
I4647396D,en,Jokyab Pema Trinlé Nyingpo,https://github.com/OpenPecha-Data/I4647396D
I0620BADC,bo,Jokyab Pema Trinlé Nyingpo,https://github.com/OpenPecha-Data/I0620BADC
I6D2AFA96,en,Kachöpa Series,https://github.com/OpenPecha-Data/I6D2AFA96
I878112C1,de,Kachöpa Series,https://github.com/OpenPecha-Data/I878112C1
I4C45393E,es,Kachöpa Series,https://github.com/OpenPecha-Data/I4C45393E
IA5469877,fr,Kachöpa Series,https://github.com/OpenPecha-Data/IA5469877
IB84FFA1B,bo,Kachöpa Series,https://github.com/OpenPecha-Data/IB84FFA1B
I880A76A4,en,Karma Chakme Series,https://github.com/OpenPecha-Data/I880A76A4
I7FF16D2F,de,Karma Chakme Series,https://github.com/OpenPecha-Data/I7FF16D2F
I37A34A78,es,Karma Chakme Series,https://github.com/OpenPecha-Data/I37A34A78
I3109D286,fr,Karma Chakme Series,https://github.com/OpenPecha-Data/I3109D286
I6844BA27,bo,Karma Chakme Series,https://github.com/OpenPecha-Data/I6844BA27
I560AC686,en,Karma Lingpa,https://github.com/OpenPecha-Data/I560AC686
I29DC219F,de,Karma Lingpa,https://github.com/OpenPecha-Data/I29DC219F
I5E9ED427,es,Karma Lingpa,https://github.com/OpenPecha-Data/I5E9ED427
I19AB9962,fr,Karma Lingpa,https://github.com/OpenPecha-Data/I19AB9962
I7D0BCAAF,pt,Karma Lingpa,https://github.com/OpenPecha-Data/I7D0BCAAF
IFD4A299C,bo,Karma Lingpa,https://github.com/OpenPecha-Data/IFD4A299C
IB38C4208,en,Karse Kongtrul Khyentse Özer,https://github.com/OpenPecha-Data/IB38C4208
I7D87FF7F,bo,Karse Kongtrul Khyentse Özer,https://github.com/OpenPecha-Data/I7D87FF7F
IBBA4A24F,en,Katok Dampa Deshek Series,https://github.com/OpenPecha-Data/IBBA4A24F
I5C6568EC,de,Katok Dampa Deshek Series,https://github.com/OpenPecha-Data/I5C6568EC
I44919122,es,Katok Dampa Deshek Series,https://github.com/OpenPecha-Data/I44919122
ID3877C36,fr,Katok Dampa Deshek Series,https://github.com/OpenPecha-Data/ID3877C36
I382999F8,nl,Katok Dampa Deshek Series,https://github.com/OpenPecha-Data/I382999F8
ICFB44B89,bo,Katok Dampa Deshek Series,https://github.com/OpenPecha-Data/ICFB44B89
I68AAA2F9,en,Katok Getse Gyurme Tenpa Gyaltsen,https://github.com/OpenPecha-Data/I68AAA2F9
IF7AC5C44,zh,Katok Getse Gyurme Tenpa Gyaltsen,https://github.com/OpenPecha-Data/IF7AC5C44
I1121B4A1,bo,Katok Getse Gyurme Tenpa Gyaltsen,https://github.com/OpenPecha-Data/I1121B4A1
I41994BD1,en,Katok Rigdzin Chenpo,https://github.com/OpenPecha-Data/I41994BD1
IFE890432,de,Katok Rigdzin Chenpo,https://github.com/OpenPecha-Data/IFE890432
I4858C355,es,Katok Rigdzin Chenpo,https://github.com/OpenPecha-Data/I4858C355
I55860A54,fr,Katok Rigdzin Chenpo,https://github.com/OpenPecha-Data/I55860A54
I0651BDDD,nl,Katok Rigdzin Chenpo,https://github.com/OpenPecha-Data/I0651BDDD
I185FFE25,bo,Katok Rigdzin Chenpo,https://github.com/OpenPecha-Data/I185FFE25
I0EFD00F8,en,Katok Rigdzin Tsewang Norbu,https://github.com/OpenPecha-Data/I0EFD00F8
I0BAD56F0,zh,Katok Rigdzin Tsewang Norbu,https://github.com/OpenPecha-Data/I0BAD56F0
IE4FDA54D,bo,Katok Rigdzin Tsewang Norbu,https://github.com/OpenPecha-Data/IE4FDA54D
IB04A4A0A,en,Katok Situ Chökyi Gyatso Series,https://github.com/OpenPecha-Data/IB04A4A0A
IBA5BA442,bo,Katok Situ Chökyi Gyatso Series,https://github.com/OpenPecha-Data/IBA5BA442
I99D293AA,en,Khandro Tāre Lhamo Series,https://github.com/OpenPecha-Data/I99D293AA
I60B5E5CC,bo,Khandro Tāre Lhamo Series,https://github.com/OpenPecha-Data/I60B5E5CC
I840DB842,en,Khandro Tsering Chödrön Series,https://github.com/OpenPecha-Data/I840DB842
IC022FF05,de,Khandro Tsering Chödrön Series,https://github.com/OpenPecha-Data/IC022FF05
I44323854,es,Khandro Tsering Chödrön Series,https://github.com/OpenPecha-Data/I44323854
IFD84A149,fr,Khandro Tsering Chödrön Series,https://github.com/OpenPecha-Data/IFD84A149
I605EE6BB,zh,Khandro Tsering Chödrön Series,https://github.com/OpenPecha-Data/I605EE6BB
I19C266BE,bo,Khandro Tsering Chödrön Series,https://github.com/OpenPecha-Data/I19C266BE
I7CEFCE73,en,Khenchen Jigme Phuntsok Series,https://github.com/OpenPecha-Data/I7CEFCE73
IB5BE97C5,zh,Khenchen Jigme Phuntsok Series,https://github.com/OpenPecha-Data/IB5BE97C5
I6D480852,bo,Khenchen Jigme Phuntsok Series,https://github.com/OpenPecha-Data/I6D480852
IDCFDDA11,en,Khenchen Namdrol Tsering Series,https://github.com/OpenPecha-Data/IDCFDDA11
IBE761FB6,en,Khenchen Ngawang Lodrö Rinchen,https://github.com/OpenPecha-Data/IBE761FB6
IB959BB7C,de,Khenchen Ngawang Lodrö Rinchen,https://github.com/OpenPecha-Data/IB959BB7C
I3B8217C4,es,Khenchen Ngawang Lodrö Rinchen,https://github.com/OpenPecha-Data/I3B8217C4
IC8A8AB0D,fr,Khenchen Ngawang Lodrö Rinchen,https://github.com/OpenPecha-Data/IC8A8AB0D
I03B4D08D,nl,Khenchen Ngawang Lodrö Rinchen,https://github.com/OpenPecha-Data/I03B4D08D
I6D304D0A,bo,Khenchen Ngawang Lodrö Rinchen,https://github.com/OpenPecha-Data/I6D304D0A
IA3BB7B6B,en,Khenchen Ngawang Palzang Series,https://github.com/OpenPecha-Data/IA3BB7B6B
IFA374435,de,Khenchen Ngawang Palzang Series,https://github.com/OpenPecha-Data/IFA374435
I7FBE3B4A,es,Khenchen Ngawang Palzang Series,https://github.com/OpenPecha-Data/I7FBE3B4A
IA68864BA,fr,Khenchen Ngawang Palzang Series,https://github.com/OpenPecha-Data/IA68864BA
I15ED1A10,it,Khenchen Ngawang Palzang Series,https://github.com/OpenPecha-Data/I15ED1A10
I5BBAB6B4,zh,Khenchen Ngawang Palzang Series,https://github.com/OpenPecha-Data/I5BBAB6B4
I577B7B71,bo,Khenchen Ngawang Palzang Series,https://github.com/OpenPecha-Data/I577B7B71
I24025EE3,en,Khenchen Tashi Özer Series,https://github.com/OpenPecha-Data/I24025EE3
I76758250,bo,Khenchen Tashi Özer Series,https://github.com/OpenPecha-Data/I76758250
I2006FE2C,en,Khenmo Rigdzin Chödrön Series,https://github.com/OpenPecha-Data/I2006FE2C
IFA2EA39F,bo,Khenmo Rigdzin Chödrön Series,https://github.com/OpenPecha-Data/IFA2EA39F
I7F13DB91,en,Khenpo Chimé Rigdzin Series,https://github.com/OpenPecha-Data/I7F13DB91
I94854433,bo,Khenpo Chimé Rigdzin Series,https://github.com/OpenPecha-Data/I94854433
I8C432E8E,en,Khenpo Gangshar Wangpo,https://github.com/OpenPecha-Data/I8C432E8E
I870C45C4,es,Khenpo Gangshar Wangpo,https://github.com/OpenPecha-Data/I870C45C4
I71E15F4C,fr,Khenpo Gangshar Wangpo,https://github.com/OpenPecha-Data/I71E15F4C
I84FB8E4A,pt,Khenpo Gangshar Wangpo,https://github.com/OpenPecha-Data/I84FB8E4A
ID3A8842E,zh,Khenpo Gangshar Wangpo,https://github.com/OpenPecha-Data/ID3A8842E
I255E5F53,bo,Khenpo Gangshar Wangpo,https://github.com/OpenPecha-Data/I255E5F53
IDA669ABE,en,Khenpo Kunzang Palden Series,https://github.com/OpenPecha-Data/IDA669ABE
I17A1E120,bo,Khenpo Kunzang Palden Series,https://github.com/OpenPecha-Data/I17A1E120
IE88FD3E7,en,Khenpo Nüden Series,https://github.com/OpenPecha-Data/IE88FD3E7
I879659AF,bo,Khenpo Nüden Series,https://github.com/OpenPecha-Data/I879659AF
I47736863,en,Khenpo Pema Vajra Series,https://github.com/OpenPecha-Data/I47736863
I40AD9137,zh,Khenpo Pema Vajra Series,https://github.com/OpenPecha-Data/I40AD9137
I31633EEE,bo,Khenpo Pema Vajra Series,https://github.com/OpenPecha-Data/I31633EEE
I774A6D74,en,Patrul Rinpoche Series,https://github.com/OpenPecha-Data/I774A6D74
IE92EEEFF,de,Patrul Rinpoche Series,https://github.com/OpenPecha-Data/IE92EEEFF
I7B47EDCC,es,Patrul Rinpoche Series,https://github.com/OpenPecha-Data/I7B47EDCC
I49DF9041,fr,Patrul Rinpoche Series,https://github.com/OpenPecha-Data/I49DF9041
I4D56512D,it,Patrul Rinpoche Series,https://github.com/OpenPecha-Data/I4D56512D
I0190EB85,pt,Patrul Rinpoche Series,https://github.com/OpenPecha-Data/I0190EB85
I87417337,zh,Patrul Rinpoche Series,https://github.com/OpenPecha-Data/I87417337
I071D0793,bo,Patrul Rinpoche Series,https://github.com/OpenPecha-Data/I071D0793
I5565D2C2,en,Pawo Lerab Tsal Series,https://github.com/OpenPecha-Data/I5565D2C2
ID09F8745,fr,Pawo Lerab Tsal Series,https://github.com/OpenPecha-Data/ID09F8745
I099F49AD,bo,Pawo Lerab Tsal Series,https://github.com/OpenPecha-Data/I099F49AD
I73225FF1,en,Pema Karpo Series,https://github.com/OpenPecha-Data/I73225FF1
I84338749,bo,Pema Karpo Series,https://github.com/OpenPecha-Data/I84338749
I5593B778,en,Pema Kunzang Rangdrol,https://github.com/OpenPecha-Data/I5593B778
IBF17BDE8,pt,Pema Kunzang Rangdrol,https://github.com/OpenPecha-Data/IBF17BDE8
I71D55F4D,bo,Pema Kunzang Rangdrol,https://github.com/OpenPecha-Data/I71D55F4D
I388B2188,en,Pema Lingpa Series,https://github.com/OpenPecha-Data/I388B2188
IB58BDE6D,de,Pema Lingpa Series,https://github.com/OpenPecha-Data/IB58BDE6D
IEFB48FC8,es,Pema Lingpa Series,https://github.com/OpenPecha-Data/IEFB48FC8
IF1BED34C,fr,Pema Lingpa Series,https://github.com/OpenPecha-Data/IF1BED34C
I170B9B08,it,Pema Lingpa Series,https://github.com/OpenPecha-Data/I170B9B08
I32459D73,nl,Pema Lingpa Series,https://github.com/OpenPecha-Data/I32459D73
I09FDC698,zh,Pema Lingpa Series,https://github.com/OpenPecha-Data/I09FDC698
IFF72D87D,bo,Pema Lingpa Series,https://github.com/OpenPecha-Data/IFF72D87D
I40969419,en,Pema Tekchok Loden Series,https://github.com/OpenPecha-Data/I40969419
I91363835,bo,Pema Tekchok Loden Series,https://github.com/OpenPecha-Data/I91363835
I4CCA6A3C,en,Pewar Rinpoche,https://github.com/OpenPecha-Data/I4CCA6A3C
I639F1D05,es,Pewar Rinpoche,https://github.com/OpenPecha-Data/I639F1D05
I5885AC84,bo,Pewar Rinpoche,https://github.com/OpenPecha-Data/I5885AC84
IA7E2DE9E,en,Rago Choktrul Tupten Shedrup Gyatso,https://github.com/OpenPecha-Data/IA7E2DE9E
IE94FBB9E,bo,Rago Choktrul Tupten Shedrup Gyatso,https://github.com/OpenPecha-Data/IE94FBB9E
IC149DD17,en,Rangrik Dorje Series,https://github.com/OpenPecha-Data/IC149DD17
I53CF3584,bo,Rangrik Dorje Series,https://github.com/OpenPecha-Data/I53CF3584
IFFC31524,en,Ratna Lingpa Series,https://github.com/OpenPecha-Data/IFFC31524
I2F469C52,de,Ratna Lingpa Series,https://github.com/OpenPecha-Data/I2F469C52
IF98962F8,es,Ratna Lingpa Series,https://github.com/OpenPecha-Data/IF98962F8
I5AEF754E,fr,Ratna Lingpa Series,https://github.com/OpenPecha-Data/I5AEF754E
I3F9EA287,bo,Ratna Lingpa Series,https://github.com/OpenPecha-Data/I3F9EA287
IC7E11113,en,Rendawa Series,https://github.com/OpenPecha-Data/IC7E11113
IB72E035B,bo,Rendawa Series,https://github.com/OpenPecha-Data/IB72E035B
I5BB9AD94,en,Rigdzin Gödem,https://github.com/OpenPecha-Data/I5BB9AD94
I7CA82A6C,de,Rigdzin Gödem,https://github.com/OpenPecha-Data/I7CA82A6C
IE92472F7,fr,Rigdzin Gödem,https://github.com/OpenPecha-Data/IE92472F7
I88C19D44,pt,Rigdzin Gödem,https://github.com/OpenPecha-Data/I88C19D44
IEC75733C,bo,Rigdzin Gödem,https://github.com/OpenPecha-Data/IEC75733C
I91998A6B,en,Rigdzin Nyima Drakpa,https://github.com/OpenPecha-Data/I91998A6B
IAA4D72A1,de,Rigdzin Nyima Drakpa,https://github.com/OpenPecha-Data/IAA4D72A1
IA8FFE11A,es,Rigdzin Nyima Drakpa,https://github.com/OpenPecha-Data/IA8FFE11A
IE626384F,fr,Rigdzin Nyima Drakpa,https://github.com/OpenPecha-Data/IE626384F
ID83CCFF4,it,Rigdzin Nyima Drakpa,https://github.com/OpenPecha-Data/ID83CCFF4
IA6559611,nl,Rigdzin Nyima Drakpa,https://github.com/OpenPecha-Data/IA6559611
ICB521FBC,bo,Rigdzin Nyima Drakpa,https://github.com/OpenPecha-Data/ICB521FBC
I733B4949,en,Rogza Sönam Palge,https://github.com/OpenPecha-Data/I733B4949
I8BB660BB,bo,Rogza Sönam Palge,https://github.com/OpenPecha-Data/I8BB660BB
IB4C18B2C,en,Rongtön Sheja Künrig Series,https://github.com/OpenPecha-Data/IB4C18B2C
I9C9DC9A8,es,Rongtön Sheja Künrig Series,https://github.com/OpenPecha-Data/I9C9DC9A8
I4F9F7839,fr,Rongtön Sheja Künrig Series,https://github.com/OpenPecha-Data/I4F9F7839
IBFF66B07,pt,Rongtön Sheja Künrig Series,https://github.com/OpenPecha-Data/IBFF66B07
I022CF291,bo,Rongtön Sheja Künrig Series,https://github.com/OpenPecha-Data/I022CF291
IBB2C2604,en,Rongzom Chökyi Zangpo,https://github.com/OpenPecha-Data/IBB2C2604
IFBF2BCB2,fr,Rongzom Chökyi Zangpo,https://github.com/OpenPecha-Data/IFBF2BCB2
IA4ABB99A,bo,Rongzom Chökyi Zangpo,https://github.com/OpenPecha-Data/IA4ABB99A
I92A1D190,en,Sachen Kunga Nyingpo,https://github.com/OpenPecha-Data/I92A1D190
ID327EF8F,de,Sachen Kunga Nyingpo,https://github.com/OpenPecha-Data/ID327EF8F
I8AA4467A,es,Sachen Kunga Nyingpo,https://github.com/OpenPecha-Data/I8AA4467A
I08DB6FC2,fr,Sachen Kunga Nyingpo,https://github.com/OpenPecha-Data/I08DB6FC2
IFFAB0192,bo,Sachen Kunga Nyingpo,https://github.com/OpenPecha-Data/IFFAB0192
IDD5D488C,en,Sakya Paṇḍita Series,https://github.com/OpenPecha-Data/IDD5D488C
I446B97A0,es,Sakya Paṇḍita Series,https://github.com/OpenPecha-Data/I446B97A0
ID1345851,fr,Sakya Paṇḍita Series,https://github.com/OpenPecha-Data/ID1345851
IAAB349FA,it,Sakya Paṇḍita Series,https://github.com/OpenPecha-Data/IAAB349FA
IBB34BCC3,pt,Sakya Paṇḍita Series,https://github.com/OpenPecha-Data/IBB34BCC3
IC2E8A6FE,bo,Sakya Paṇḍita Series,https://github.com/OpenPecha-Data/IC2E8A6FE
I03253942,en,Sakya Trichen,https://github.com/OpenPecha-Data/I03253942
I749973E5,de,Sakya Trichen,https://github.com/OpenPecha-Data/I749973E5
I6334B43C,es,Sakya Trichen,https://github.com/OpenPecha-Data/I6334B43C
IC10A601B,fr,Sakya Trichen,https://github.com/OpenPecha-Data/IC10A601B
IEA6D64D1,it,Sakya Trichen,https://github.com/OpenPecha-Data/IEA6D64D1
IED5389F6,nl,Sakya Trichen,https://github.com/OpenPecha-Data/IED5389F6
I16FEF1F6,bo,Sakya Trichen,https://github.com/OpenPecha-Data/I16FEF1F6
I3FD9ED12,en,Samten Lingpa Series,https://github.com/OpenPecha-Data/I3FD9ED12
I2990DD1D,bo,Samten Lingpa Series,https://github.com/OpenPecha-Data/I2990DD1D
I14EA8FE7,en,Sera Khandro Series,https://github.com/OpenPecha-Data/I14EA8FE7
I0CEA0CC7,pt,Sera Khandro Series,https://github.com/OpenPecha-Data/I0CEA0CC7
IEC209262,bo,Sera Khandro Series,https://github.com/OpenPecha-Data/IEC209262
I4BF067BA,en,Seventh Dalai Lama Series,https://github.com/OpenPecha-Data/I4BF067BA
I1AF5442D,bo,Seventh Dalai Lama Series,https://github.com/OpenPecha-Data/I1AF5442D
I94542941,en,Shabkar Tsokdruk Rangdrol Series,https://github.com/OpenPecha-Data/I94542941
I9BAF89EC,de,Shabkar Tsokdruk Rangdrol Series,https://github.com/OpenPecha-Data/I9BAF89EC
I2C28C2A0,es,Shabkar Tsokdruk Rangdrol Series,https://github.com/OpenPecha-Data/I2C28C2A0
I3FF40756,fr,Shabkar Tsokdruk Rangdrol Series,https://github.com/OpenPecha-Data/I3FF40756
ID0624267,pt,Shabkar Tsokdruk Rangdrol Series,https://github.com/OpenPecha-Data/ID0624267
I94D704BA,bo,Shabkar Tsokdruk Rangdrol Series,https://github.com/OpenPecha-Data/I94D704BA
I64186847,en,Shakya Shri Series,https://github.com/OpenPecha-Data/I64186847
ID4EA7AE2,zh,Shakya Shri Series,https://github.com/OpenPecha-Data/ID4EA7AE2
I3E9C3A84,bo,Shakya Shri Series,https://github.com/OpenPecha-Data/I3E9C3A84
I498A8542,en,Shamar Chökyi Wangchuk,https://github.com/OpenPecha-Data/I498A8542
I777EE7B8,pt,Shamar Chökyi Wangchuk,https://github.com/OpenPecha-Data/I777EE7B8
IC9D0BBD5,bo,Shamar Chökyi Wangchuk,https://github.com/OpenPecha-Data/IC9D0BBD5
I9F154EFF,en,Shechen Gyaltsab Gyurme Pema Namgyal,https://github.com/OpenPecha-Data/I9F154EFF
IF4922104,de,Shechen Gyaltsab Gyurme Pema Namgyal,https://github.com/OpenPecha-Data/IF4922104
I4FDA6065,fr,Shechen Gyaltsab Gyurme Pema Namgyal,https://github.com/OpenPecha-Data/I4FDA6065
I300460B0,it,Shechen Gyaltsab Gyurme Pema Namgyal,https://github.com/OpenPecha-Data/I300460B0
I0484A887,pt,Shechen Gyaltsab Gyurme Pema Namgyal,https://github.com/OpenPecha-Data/I0484A887
I66ABA058,zh,Shechen Gyaltsab Gyurme Pema Namgyal,https://github.com/OpenPecha-Data/I66ABA058
IB1D7F366,bo,Shechen Gyaltsab Gyurme Pema Namgyal,https://github.com/OpenPecha-Data/IB1D7F366
I627F19D5,en,Shechen Kongtrul Series,https://github.com/OpenPecha-Data/I627F19D5
I9DE44544,bo,Shechen Kongtrul Series,https://github.com/OpenPecha-Data/I9DE44544
I7EA08F5C,en,Shechen Rabjam Rinpoche Series,https://github.com/OpenPecha-Data/I7EA08F5C
ID795D333,de,Shechen Rabjam Rinpoche Series,https://github.com/OpenPecha-Data/ID795D333
ICD78B4C2,fr,Shechen Rabjam Rinpoche Series,https://github.com/OpenPecha-Data/ICD78B4C2
I83CEC440,it,Shechen Rabjam Rinpoche Series,https://github.com/OpenPecha-Data/I83CEC440
IC48C4D44,pt,Shechen Rabjam Rinpoche Series,https://github.com/OpenPecha-Data/IC48C4D44
I89875B97,bo,Shechen Rabjam Rinpoche Series,https://github.com/OpenPecha-Data/I89875B97
I04C5644E,en,Sherab Özer Series,https://github.com/OpenPecha-Data/I04C5644E
IBA50A8BC,bo,Sherab Özer Series,https://github.com/OpenPecha-Data/IBA50A8BC
IADB5D5D0,en,Shikpo Lingpa Series,https://github.com/OpenPecha-Data/IADB5D5D0
I4C226982,bo,Shikpo Lingpa Series,https://github.com/OpenPecha-Data/I4C226982
ID5149747,en,Situ Paṇchen Series,https://github.com/OpenPecha-Data/ID5149747
IBC7C78A8,zh,Situ Paṇchen Series,https://github.com/OpenPecha-Data/IBC7C78A8
I42C809D7,bo,Situ Paṇchen Series,https://github.com/OpenPecha-Data/I42C809D7
I59C7632F,en,Situ Pema Nyinjé Wangpo,https://github.com/OpenPecha-Data/I59C7632F
I7677AFB3,bo,Situ Pema Nyinjé Wangpo,https://github.com/OpenPecha-Data/I7677AFB3
IE70EAA5A,en,Sixteenth Karmapa Series,https://github.com/OpenPecha-Data/IE70EAA5A
ID24C1AEC,en,Khenpo Petse Rinpoche,https://github.com/OpenPecha-Data/ID24C1AEC
I7485CF7D,bo,Khenpo Petse Rinpoche,https://github.com/OpenPecha-Data/I7485CF7D
IFC4FA4F4,en,Khenpo Shenpen Nangwa Series,https://github.com/OpenPecha-Data/IFC4FA4F4
I19C2F0B5,es,Khenpo Shenpen Nangwa Series,https://github.com/OpenPecha-Data/I19C2F0B5
I6B161C06,fr,Khenpo Shenpen Nangwa Series,https://github.com/OpenPecha-Data/I6B161C06
I5C35B646,pt,Khenpo Shenpen Nangwa Series,https://github.com/OpenPecha-Data/I5C35B646
IA723A55C,zh,Khenpo Shenpen Nangwa Series,https://github.com/OpenPecha-Data/IA723A55C
I7A421230,bo,Khenpo Shenpen Nangwa Series,https://github.com/OpenPecha-Data/I7A421230
I396A0009,en,Khenpo Tsöndrü Series,https://github.com/OpenPecha-Data/I396A0009
IEA29289F,es,Khenpo Tsöndrü Series,https://github.com/OpenPecha-Data/IEA29289F
IC303C666,bo,Khenpo Tsöndrü Series,https://github.com/OpenPecha-Data/IC303C666
IC37EB5B9,en,Khenpo Yönten Gönpo Series,https://github.com/OpenPecha-Data/IC37EB5B9
I78BE36DF,bo,Khenpo Yönten Gönpo Series,https://github.com/OpenPecha-Data/I78BE36DF
IDF9994D9,en,Khenpo Yönten Gyatso Series,https://github.com/OpenPecha-Data/IDF9994D9
IA0443790,pt,Khenpo Yönten Gyatso Series,https://github.com/OpenPecha-Data/IA0443790
IF534DF3D,zh,Khenpo Yönten Gyatso Series,https://github.com/OpenPecha-Data/IF534DF3D
I48C24236,bo,Khenpo Yönten Gyatso Series,https://github.com/OpenPecha-Data/I48C24236
I43452844,en,Khyenrab Chökyi Özer Series,https://github.com/OpenPecha-Data/I43452844
I3EEAE8C7,bo,Khyenrab Chökyi Özer Series,https://github.com/OpenPecha-Data/I3EEAE8C7
I9FB42044,en,Könchok Tenpe Drönme Series,https://github.com/OpenPecha-Data/I9FB42044
I75EAAA62,bo,Könchok Tenpe Drönme Series,https://github.com/OpenPecha-Data/I75EAAA62
IA6195A68,en,Kunga Palden Series,https://github.com/OpenPecha-Data/IA6195A68
I923A711A,bo,Kunga Palden Series,https://github.com/OpenPecha-Data/I923A711A
IB5809902,en,Lachung Apo Series,https://github.com/OpenPecha-Data/IB5809902
I1D3D823E,zh,Lachung Apo Series,https://github.com/OpenPecha-Data/I1D3D823E
I79171633,bo,Lachung Apo Series,https://github.com/OpenPecha-Data/I79171633
I535F0313,en,Lala Sonam Chödrup Series,https://github.com/OpenPecha-Data/I535F0313
IF9B96DB6,bo,Lala Sonam Chödrup Series,https://github.com/OpenPecha-Data/IF9B96DB6
I4E60DA24,en,Lama Rigdzin Nyima Series,https://github.com/OpenPecha-Data/I4E60DA24
IF842CEAF,zh,Lama Rigdzin Nyima Series,https://github.com/OpenPecha-Data/IF842CEAF
ICC8CE0A8,bo,Lama Rigdzin Nyima Series,https://github.com/OpenPecha-Data/ICC8CE0A8
I12370B35,en,Lama Zhang Tsöndrü Drakpa,https://github.com/OpenPecha-Data/I12370B35
IE91E29F9,bo,Lama Zhang Tsöndrü Drakpa,https://github.com/OpenPecha-Data/IE91E29F9
ICE78B77C,en,Lelung Shepé Dorje Series,https://github.com/OpenPecha-Data/ICE78B77C
IBC6C9F94,bo,Lelung Shepé Dorje Series,https://github.com/OpenPecha-Data/IBC6C9F94
I7E3EEADB,en,Lhatsün Namkha Jigme Series,https://github.com/OpenPecha-Data/I7E3EEADB
I8CB8C8FC,de,Lhatsün Namkha Jigme Series,https://github.com/OpenPecha-Data/I8CB8C8FC
